sp	long	lat	year	recordedByStandardized	recordNumberStandardized	source
Solanum gardneri	-40.433056	-10.508889	2006	MELO	263	splink
Solanum gardneri	-40.229167	-10.102222	2006	SOUZA	1543	splink
Solanum gardneri	-39.931389	-10.193889	2006	FRANCA	5487	splink
Solanum gardneri	-40.433056	-10.508889	2006	BARRETO	263	splink
Solanum gardneri	-40.082222	-12.499444	2006	MELO	4313	splink
Solanum gardneri	-41.3625	-11.342778	2006	FRANCA	5555	splink
Solanum gardneri	-39.097222	-9.668333	2007	SILVA-CASTRO	1144	splink
Solanum gardneri	-39.036667	-10.423611	2008	CARDOSO	2303	splink
Solanum gardneri	-41.85	-11.183333	2009	MACHADO	19	splink
Solanum gardneri	-41.666667	-11.033333	2009	MACHADO	93	splink
Solanum gardneri	-39.321389	-11.798889	2009	MELO	6281	splink
Solanum gardneri	-41.893333	-9.542778	2008	CORREIA	453	splink
Solanum gardneri	-41.25	-11.916667	2009	MACHADO	456	splink
Solanum gardneri	-39.52	-9.314722	2011	MELO	9440	splink
Solanum gardneri	-39.2	-11.5	2012	CARVALHO	60	splink
Solanum gardneri	-30.2	-11.5	2012	MATOS	8	splink
Solanum gardneri	-38.406389	-6.986389	2014	PIMENTEL	90	splink
Solanum gardneri	-39.785	-12.7525	1997	MELO	1947	splink
Solanum gardneri	-39.442222	-11.479167	1999	OLIVEIRA	297	splink
Solanum gardneri	-43.1375	-13.462222	2000	QUEIROZ	5930	splink
Solanum gardneri	-44.171111	-13.45	2000	QUEIROZ	5949	splink
Solanum gardneri	-40.116667	-12.716667	1985	NOBLICK	3696	splink
Solanum gardneri	-40.6	-11.416667	1985	NOBLICK	3831	splink
Solanum gardneri	-40.169444	-10.372222	2001	NUNES	592	splink
Solanum gardneri	-44.247778	-15.2875	2003	QUEIROZ	7499	splink
Solanum gardneri	-39.6	-9.6	2003	COSTA	401	splink
Solanum gardneri	-39.0175	-10.878611	2004	QUEIROZ	9012	splink
Solanum gardneri	-41.216667	-9.266667	2004	QUEIROZ	9075	splink
Solanum gardneri	-38.983889	-10.893889	2004	CARDOSO	137	splink
Solanum gardneri	-39.970278	-12.840278	2005	FRANCA	5116	splink
Solanum gardneri	-39.761389	-12.716389	2005	SILVA	35	splink
Solanum gardneri	-39.760278	-12.7175	2005	MORAES	9	splink
Solanum gardneri	-39.8	-12.775	1997	MELO	1947	splink
Solanum gardneri	-44.171111	-13.45	2000	QUEIROZ	5949	splink
Solanum gardneri	-40.082222	-12.499444	2006	MELO	4313	splink
Solanum gardneri	-39.216667	-10.878611	2004	QUEIROZ	9012	splink
Solanum gardneri	-43.770139	-17.905444	2007	ALMEIDA	920	splink
Solanum gardneri	-42.9	-16.551111	2007	MARINO	288	splink
Solanum gardneri	-43.620861	-17.787889	2008	ALMEIDA	1405	splink
Solanum gardneri	-43.522222	-18.181111	2002	ARAUJO	150	splink
Solanum gardneri	-44.254722	-15.140278	1997	LOMBARDI	1815	splink
Solanum gardneri	-43.652222	-18.250278	2001	STEHMANN	2786	splink
Solanum gardneri	-48.82224	-15.80426	2009	ALMEDA	9502	splink
Solanum gardneri	-39.5666667	-10.7833333	1974	HARLEY	16489	jabotrb
Solanum gardneri	-40.0666667	-10.75	1974	HARLEY	16167	jabotrb
Solanum gardneri	-39.1166667	-10.0833333	1984	ORLANDI	667	jabotrb
Solanum gardneri	-44.1	-14.9	1991	ROBERTO	1049	jabotrb
Solanum gardneri	-40.1666667	-14	1985	GENTRY	49983	jabotrb
Solanum gardneri	-3.1516667	-8.2841666	2015	COSTA-LIMA	2098	jabotrb
Solanum gardneri	-3.3644444	-9.1694445	2016	FONTANA	9760	jabotrb
Solanum gardneri	-39.3161111	-7.5394444	2014	FONTANA	8450	jabotrb
Solanum gardneri	-40.548733	-9.330797	2009	COELHO	114	bien
Solanum gardneri	-44.1	-14.9	1991	ROBERTO	1049	bien
Solanum gardneri	-40.43305556	-10.50888889	2006	MELO	263	bien
Solanum gardneri	-40.55025	-9.316917	2009	COELHO	111	bien
Solanum gardneri	-41.029625	-9.043458	2011	FERNANDES	21	bien
Solanum gardneri	-39.03667	-10.42361	2008	CARDOSO	2303	bien
Solanum gardneri	-39.44222222	-11.47916667	1999	OLIVEIRA	297	bien
Solanum gardneri	-37.252222	-8.556389	2006	ROCHA	1558	bien
Solanum gardneri	-41.21666	-9.26666	2004	QUEIROZ	9075	bien
Solanum gardneri	-39.426389	-8.449444	2009	MACIEL	698	bien
Solanum gardneri	-40.551344	-9.327861	2010	COELHO	285	bien
Solanum gardneri	-40.0666667	-10.75	1974	HARLEY	16167	bien
Solanum gardneri	-39.76027778	-12.725	2005	MORAES	9	bien
Solanum gardneri	-39.60388889	-8.14	2009	MIRANDA	33	bien
Solanum gardneri	-41.21666667	-9.266666667	2004	QUEIROZ	9075	bien
Solanum gardneri	-38.988889	-10.893889	2004	CARDOSO	137	bien
Solanum gardneri	-40.1666667	-14	1985	GENTRY	49983	bien
Solanum gardneri	-37.252222	-8.556389	2006	ROCHA	1558	bien
Solanum gardneri	-38.268889	-9.153778	2009	MARCONDES	3839	bien
Solanum gardneri	-40.548611	-9.330556	2009	MACIEL	844	bien
Solanum gardneri	-39.5666667	-10.7833333	1974	HARLEY	16489	bien
Solanum gardneri	-38.2895	-9.139611	2009	CARVALHO-SOBRINHO	1792	bien
Solanum gardneri	-40.55134444	-9.327861111	2010	COELHO	285	bien
Solanum gardneri	-40.55363056	-9.329772222	2010	COELHO	239	bien
Solanum gardneri	-40.55134444	-9.327888889	2009	COELHO	111	bien
Solanum gardneri	-40.932361	-8.476639	2007	SILVA	7	bien
Solanum gardneri	-40.553631	-9.329772	2010	COELHO	239	bien
Solanum gardneri	-40.922833	-8.466306	2005	NASCIMENTO	1	bien
Solanum gardneri	-38.211556	-8.922528	2011	MARCONDES	5521	bien
Solanum gardneri	-39.566667	-10.783333	1974	HARLEY	16489	bien
Solanum gardneri	-40.548164	-9.328742	2011	SILVA	48	bien
Solanum gardneri	-39.176	-8.105472	2009	MARCONDES	4393	bien
Solanum gardneri	-74.86666	3.3	1983	THOMAS	55317	bien
Solanum gardneri	-74.818827	3.384833	1987	LLANOS	1097	bien
Solanum gardneri	-64.95	10.06666	1982	THOMAS	54394	bien
Solanum gardneri	-64.6	10.3	1973	STEYERMARK	108006	bien
Solanum oocarpum	-43.988889	-19.548694	2015	STEHMANN	6371	gbif
Solanum oocarpum	-47.0586	-23.075	2013	SOUZA	35948	gbif
Solanum oocarpum	-46.4105	-23.3767	2013	SOUZA	35949	gbif
Solanum oocarpum	-47.067472	-22.864694	2011	GIACOMIN	1608	gbif
Solanum oocarpum	-47.458056	-15.533056	2010	RAMOS	2312	gbif
Solanum oocarpum	-47.841	-15.889389	2009	KUHLMANN	112	gbif
Solanum oocarpum	-40.45	-18.766667	2008	FRAGA	2093	gbif
Solanum oocarpum	-43.137778	-18.115833	2008	MOTA	1382	gbif
Solanum oocarpum	-48.2401	-24.3822	2005	DESTEFANI	25	gbif
Solanum oocarpum	-49.123889	-16.554444	2005	FONSECA	5754	gbif
Solanum oocarpum	-49.124083	-16.554667	2005	FONSECA	5754	gbif
Solanum oocarpum	-49.124083	-16.554667	2005	FONSECA	5754	gbif
Solanum oocarpum	-49.13297	-16.55078	2005	FONSECA	5789	gbif
Solanum oocarpum	-49.132778	-16.550556	2005	FONSECA	5789	gbif
Solanum oocarpum	-45.662778	-20.251389	2003	MELO	409	gbif
Solanum oocarpum	-45.649722	-20.387222	2003	MELO	554	gbif
Solanum oocarpum	-47.733333	-15.6	1998	SANTOS		gbif
Solanum oocarpum	-58.97	2.9	1997	CLARKE	3385	gbif
Solanum oocarpum	-58.9736	2.9111	1997	CLARKE	3385	gbif
Solanum oocarpum	-59.0833	1.84083	1997	CLARKE	4672	gbif
Solanum oocarpum	-59.0833	1.8408	1997	CLARKE	4672	gbif
Solanum oocarpum	-59.08	1.83	1997	CLARKE	4672	gbif
Solanum oocarpum	-59.175	2.1781	1996	CLARKE	2437	gbif
Solanum oocarpum	-59.17	2.17	1996	CLARKE	2437	gbif
Solanum oocarpum	-59.166667	2.166667	1996	COLLABORATION	2437	gbif
Solanum oocarpum	-59.1	3.11667	1994	JANSEN-JACOBS		gbif
Solanum oocarpum	-59.1	3.12	1994	JANSEN-JACOBS	3556	gbif
Solanum oocarpum	-48.15	-15.5	1994	IANHEZ	35	gbif
Solanum oocarpum	-47.06861	-22.86361	1992	TORRES		gbif
Solanum oocarpum	-57.7	5	1990	MCDOWELL	2273	gbif
Solanum oocarpum	-57.7	5	1989	MCDOWELL	2273	gbif
Solanum oocarpum	-47.85	-15.866667	1985	BRASILIA	540	gbif
Solanum oocarpum	-62.8	1.53	1984	PIPOLY	6934	gbif
Solanum oocarpum	-62.8	1.53	1984	OLIVEIRA	6934	gbif
Solanum oocarpum	-62.8	1.533333	1984	PIPOLY	6934	gbif
Solanum oocarpum	-47.591389	-15.590555	1981	HERINGER	7176	gbif
Solanum oocarpum	-48.80914036	-15.79176895	1973	ANDERSON	10327	gbif
Solanum oocarpum	-49.1238889	-16.5544444	2005	FONSECA	5754	jabot
Solanum oocarpum	-49.1327778	-16.5505556	2005	FONSECA	5789	jabot
Solanum oocarpum	-45.6497222	-20.3872222	2003	MELO	554	jabot
Solanum oocarpum	-45.6627778	-20.2513889	2003	MELO	409	jabot
Solanum oocarpum	-51.86666667	-12.9	1967	RAMOS	64	kew
Solanum oocarpum	-62.8	1.533333333	1984	PIPOLY	6934	kew
Solanum oocarpum	-62.81666667	1.516666667	1994	MILIKEN	1952	kew
Solanum oocarpum	-23.075	-47.0586	2013	SOUZA	35948	splink
Solanum oocarpum	-23.3767	-46.4105	2013	SOUZA	35949	splink
Solanum oocarpum	-47.5913889	-15.5905555	1981	HERINGER	7176	splink
Solanum oocarpum	-48.80861	-15.78805	1973	ANDERSON	10327	splink
Solanum oocarpum	-62.8	1.53	1984	PIPOLY	6934	splink
Solanum oocarpum	-49.13297	-16.55078	2005	FONSECA	5789	splink
Solanum oocarpum	-62.8	1.533333	1984	PIPOLY	6934	splink
Solanum oocarpum	-47.458056	-15.533056	2010	RAMOS	2312	splink
Solanum oocarpum	-47.85	-15.866667	1985	BRASILIA	540	splink
Solanum oocarpum	-43.9888889	-19.5480555	2015	STEHMANN	6371	splink
Solanum oocarpum	-49.124083	-16.554667	2005	FONSECA	5754	splink
Solanum oocarpum	-47.06861	-22.86361	1992	TORRES		splink
Solanum oocarpum	-43.137778	-18.115833	2008	MOTA	1382	splink
Solanum oocarpum	-47.067472	-22.864694	2011	GIACOMIN	1608	splink
Solanum oocarpum	-43.988889	-19.548694	2015	STEHMANN	6371	splink
Solanum oocarpum	-48.15	-15.5	1994	IANHEZ	35	splink
Solanum oocarpum	-47.841	-15.889389	2009	KUHLMANN	112	splink
Solanum oocarpum	-48.15	-15.5	1994	IANHEZ	35	splink
Solanum oocarpum	-49.124083	-16.554667	2005	FONSECA	5754	splink
Solanum oocarpum	-47.733333	-15.6	1998	SANTOS		splink
Solanum oocarpum	-43.9888889	-19.5980555	2015	STEHMANN	6371	jabotrb
Solanum oocarpum	-45.6627778	-20.2513889	2003	MELO	409	jabotrb
Solanum oocarpum	-45.6497222	-20.3872222	2003	MELO	554	jabotrb
Solanum oocarpum	-40.45	-18.7666667	2008	FRAGA	2093	jabotrb
Solanum oocarpum	-49.1327778	-16.5505556	2005	FONSECA	5789	jabotrb
Solanum oocarpum	-49.1238889	-16.5544444	2005	FONSECA	5754	jabotrb
Solanum oocarpum	-62.8	1.5333333	1984	PIPOLY	6934	jabotrb
Solanum oocarpum	-43.137778	-18.115833	2008	MOTA	1382	bien
Solanum oocarpum	-49.1238889	-16.5544444	2005	FONSECA	5754	bien
Solanum oocarpum	-45.6627778	-20.2513889	2003	MELO	409	bien
Solanum oocarpum	-48.15	-15.5	1994	IANHEZ	35	bien
Solanum oocarpum	-49.132972	-16.550778	2005	FONSECA	5789	bien
Solanum oocarpum	-47.5913889	-15.5905555	1981	HERINGER	7176	bien
Solanum oocarpum	-45.6497222	-20.3872222	2003	MELO	554	bien
Solanum oocarpum	-40.553056	-19.9075	2001	KOLLMANN	5110	bien
Solanum oocarpum	-62.8	1.533333	1984	PIPOLY	6934	bien
Solanum oocarpum	-49.1327778	-16.5505556	2005	FONSECA	5789	bien
Solanum oocarpum	-48.8086	-15.78805	1973	ANDERSON	10327	bien
Solanum oocarpum	-59.16666667	2.166666667	1996	CLARKE		bien
Solanum oocarpum	-58.96666667	2.9	1997	CLARKE		bien
Spathicarpa gardneri	-3.574722	-7.052778	2016	OLIVEIRA	6395	gbif
Spathicarpa gardneri	-40.147778	-6.610833	2014	SARTORI	1151	gbif
Spathicarpa gardneri	-40.679983	-4.860006	2014	SILVEIRA	97	gbif
Spathicarpa gardneri	-37.799444	-5.579722	2014	MOURA	130	gbif
Spathicarpa gardneri	-37.799444	-5.579722	2014	MOURA	130	gbif
Spathicarpa gardneri	-37.799444	-5.579722	2014		130	gbif
Spathicarpa gardneri	-47.423056	-7.186944	2012	HARLEY	56592	gbif
Spathicarpa gardneri	-50.039444	-18.757222	2012	MENDES		gbif
Spathicarpa gardneri	-50.078056	-17.728333	2012	BIODIVERSIDADE	427	gbif
Spathicarpa gardneri	-48.683333	-15.011667	2011	SILVA	654	gbif
Spathicarpa gardneri	-39.207778	-13.905278	2010	GUEDES	17224	gbif
Spathicarpa gardneri	-46.116667	-14.528333	2009	PEREIRA	3646	gbif
Spathicarpa gardneri	-41.435944	-3.408389	2003	CHAVES	172	gbif
Spathicarpa gardneri	-41.514111	-3.454583	2003	CHAVES	152	gbif
Spathicarpa gardneri	-39.04	-4.59	2002	SOUZA	28798	gbif
Spathicarpa gardneri	-39.066667	-4.983333	2002	SOUZA	28798	gbif
Spathicarpa gardneri	-46.486389	-14.066389	2001	OLIVEIRA	1198	gbif
Spathicarpa gardneri	-46.486389	-14.066389	2001	OLIVEIRA	1198	gbif
Spathicarpa gardneri	-48.105556	-13.578333	2001	PEREIRA	5652	gbif
Spathicarpa gardneri	-46.7397	-13.6261	2000	OLIVEIRA		gbif
Spathicarpa gardneri	-46.3	-16.033333	2000	MILHOMENS	71	gbif
Spathicarpa gardneri	-46.9006	-13.2564	2000	GONCALVES	689	gbif
Spathicarpa gardneri	-44.212222	-13.431944	1999	MELO	3229	gbif
Spathicarpa gardneri	-44.215278	-13.431944	1999	MELO	3229	gbif
Spathicarpa gardneri	-40.127861	-6.602556	1997	LIMA-VERDE	417	gbif
Spathicarpa gardneri	-40.127861	-6.602556	1997	LIMA-VERDE	416	gbif
Spathicarpa gardneri	-40.127861	-6.602556	1997	LIMA-VERDE	415	gbif
Spathicarpa gardneri	-40.127861	-6.602556	1997	LIMA-VERDE	418	gbif
Spathicarpa gardneri	-50.3075	-13.319444	1997	GONCALVES	92	gbif
Spathicarpa gardneri	-50.016667	-13.166667	1997	GONCALVES	86	gbif
Spathicarpa gardneri	-40.050333	-6.570111	1997	LIMA-VERDE	665	gbif
Spathicarpa gardneri	-40.050333	-6.570111	1997	LIMA-VERDE	674	gbif
Spathicarpa gardneri	-40.050361	-6.570111	1997	LIMA-VERDE	665	gbif
Spathicarpa gardneri	-44.4	-15	1997	LOMBARDI	2091	gbif
Spathicarpa gardneri	-44.05	-5.8	1983	SCHATZ	735	gbif
Spathicarpa gardneri	-44.05	-5.8	1983	SCHATZ	735	gbif
Spathicarpa gardneri	-44.5	-15.5	1972	RATTER	2635	gbif
Spathicarpa gardneri	-44.5	-15.5	1972	RATTER	2635	gbif
Spathicarpa gardneri	-39.0666667	-4.9833333	2002	SOUZA	28798	jabot
Spathicarpa gardneri	-46.4863889	-14.0663889	2001	OLIVEIRA	1198	jabot
Spathicarpa gardneri	-46.1166667	-14.5283334	2009	PEREIRA	3646	jabot
Spathicarpa gardneri	-48.1055556	-13.5783334	2001	PEREIRA	5652	jabot
Spathicarpa gardneri	-44.5	-15.5	1972	RATTER	2635	mobot
Spathicarpa gardneri	-39.04	-4.59	2002	SOUZA	28798	splink
Spathicarpa gardneri	-44.5	-15.5	1972	RATTER	2635	splink
Spathicarpa gardneri	-44.05	-5.8	1983	SCHATZ	735	splink
Spathicarpa gardneri	-44.5	-15.5	1972	RATTER	2635	splink
Spathicarpa gardneri	-37.79944444	-5.579722222	2014	MOURA	130	splink
Spathicarpa gardneri	-40.050333	-6.570111	1997	LIMA-VERDE	665	splink
Spathicarpa gardneri	-40.050333	-6.570111	1997	LIMA-VERDE	674	splink
Spathicarpa gardneri	-40.127861	-6.602556	1997	LIMA-VERDE	417	splink
Spathicarpa gardneri	-40.127861	-6.602556	1997	LIMA-VERDE	418	splink
Spathicarpa gardneri	-40.127861	-6.602556	1997	LIMA-VERDE	416	splink
Spathicarpa gardneri	-40.127861	-6.602556	1997	LIMA-VERDE	415	splink
Spathicarpa gardneri	-40.050361	-6.570111	1997	LIMA-VERDE	665	splink
Spathicarpa gardneri	-40.147778	-6.610833	2014	SARTORI	1151	splink
Spathicarpa gardneri	-40.679983	-4.860006	2014	SILVEIRA	97	splink
Spathicarpa gardneri	-40.707639	-4.06825	2012	ANDRADE	4274	splink
Spathicarpa gardneri	-40.703389	-4.05075	2011	ANDRADE	4128	splink
Spathicarpa gardneri	-41.514111	-3.454583	2003	CHAVES	152	splink
Spathicarpa gardneri	-41.435944	-3.408389	2003	CHAVES	172	splink
Spathicarpa gardneri	-39.207778	-13.905278	2010	GUEDES	17224	splink
Spathicarpa gardneri	-47.423056	-7.186944	2012	HARLEY	56592	splink
Spathicarpa gardneri	-48.683333	-15.011667	2011	SILVA	654	splink
Spathicarpa gardneri	-44.212222	-13.431944	1999	MELO	3229	splink
Spathicarpa gardneri	-50.039444	-18.757222	2012	MENDES		splink
Spathicarpa gardneri	-44.4	-15	1997	LOMBARDI	2091	splink
Spathicarpa gardneri	-50.078056	-17.728333	2012	BIODIVERSIDADE	427	splink
Spathicarpa gardneri	-46.9006	-13.2564	2000	GONCALVES	689	splink
Spathicarpa gardneri	-46.486389	-14.066389	2001	OLIVEIRA	1198	splink
Spathicarpa gardneri	-50.016667	-13.166667	1997	GONCALVES	86	splink
Spathicarpa gardneri	-50.3075	-13.319444	1997	GONCALVES	92	splink
Spathicarpa gardneri	-46.3	-16.033333	2000	MILHOMENS	71	splink
Spathicarpa gardneri	-44.5	-15.5	1972	RATTER	2635	splink
Spathicarpa gardneri	-44.4	-15	1997	LOMBARDI	2091	splink
Spathicarpa gardneri	-46.4863889	-14.0663889	2001	OLIVEIRA	1198	jabotrb
Spathicarpa gardneri	-48.1055556	-13.5783334	2001	PEREIRA	5652	jabotrb
Spathicarpa gardneri	-46.1166667	-14.5283334	2009	PEREIRA	3646	jabotrb
Spathicarpa gardneri	-39.0666667	-4.9833333	2002	SOUZA	28798	jabotrb
Spathicarpa gardneri	-37.7994444	-5.5797223	2014	MOURA	130	jabotrb
Spathicarpa gardneri	-3.5747223	-7.0527778	2016	OLIVEIRA	6395	jabotrb
Spathicarpa gardneri	-40.127778	-6.6025	1997	LIMA-VERDE	415	bien
Spathicarpa gardneri	-40.050278	-6.57	1997	LIMA-VERDE	674	bien
Spathicarpa gardneri	-40.127778	-6.6025	1997	LIMA-VERDE	416	bien
Spathicarpa gardneri	-50.016667	-13.166667	1997	GONA§ALVES	86	bien
Spathicarpa gardneri	-44.5	-15.5	1972	RATTER	2635	bien
Spathicarpa gardneri	-40.127778	-6.6025	1997	LIMA-VERDE	417	bien
Spathicarpa gardneri	-44.05	-5.8	1983	SCHATZ	735	bien
Spathicarpa gardneri	-44.4	-15	1997	LOMBARDI	2091	bien
Spathicarpa gardneri	-44.05	-5.8	1983	SCHATZ	735	bien
Spathicarpa gardneri	-48.1055556	-13.5783334	2001	PEREIRA	5652	bien
Spathicarpa gardneri	-46.4863889	-14.0663889	2001	OLIVEIRA	1198	bien
Spathicarpa gardneri	-40.050278	-6.57	1997	LIMA-VERDE	665	bien
Spathicarpa gardneri	-40.127778	-6.6025	1997	LIMA-VERDE	418	bien
Spathicarpa gardneri	-40.050278	-6.57	1997	LIMA-VERDE	665	bien
Spathicarpa gardneri	-50.3075	-13.319444	1997	GONA§ALVES	92	bien
Trichilia catigua	-51.523056	-24.698333	2017	SILVA	9744	gbif
Trichilia catigua	-54.225833	-23.280833	2016	MARUYAMA	447	gbif
Trichilia catigua	-53.043755	-25.364014	2016	SOUZA	67	gbif
Trichilia catigua	-54.275611	-24.675167	2015	SIQUEIRA	1370	gbif
Trichilia catigua	-51.973639	-23.8815	2015	CAXAMBU	5946	gbif
Trichilia catigua	-52.49059	-24.29018	2015	SIQUEIRA	1493	gbif
Trichilia catigua	-52.818306	-24.483833	2015	SIQUEIRA	1493	gbif
Trichilia catigua	-54.435806	-25.691556	2015	CAXAMBU	6438	gbif
Trichilia catigua	-47.840556	-15.884167	2015	ROSA	1597	gbif
Trichilia catigua	-52.435833	-24.7325	2015	FELITTO	925	gbif
Trichilia catigua	-52.435833	-24.7325	2015	FELITTO	925	gbif
Trichilia catigua	-52.435833	-24.7325	2015	FELITTO	925	gbif
Trichilia catigua	-52.74	-26.73	2015	OLIVEIRA	2575	gbif
Trichilia catigua	-52.233944	-24.749694	2015	SIQUEIRA	1773	gbif
Trichilia catigua	-54.035556	-25.270278	2014	CIELO-FILHO	1259	gbif
Trichilia catigua	-54.035556	-25.270278	2014	CIELO-FILHO	1258	gbif
Trichilia catigua	-55.1625	-28.746111	2014	MOLZ		gbif
Trichilia catigua	-53.954444	-25.306667	2014	CIELO-FILHO	1281	gbif
Trichilia catigua	-47.2817	-21.5625	2014	SOUZA-LEAL	60	gbif
Trichilia catigua	-68.572389	-14.333472	2014	FUENTES	18732	gbif
Trichilia catigua	-68.572389	-14.333472	2014	FUENTES	18718	gbif
Trichilia catigua	-68.565833	-14.325	2014	FUENTES	18572	gbif
Trichilia catigua	-68.572389	-14.333472	2014	FUENTES	18803	gbif
Trichilia catigua	-68.566667	-14.299167	2014	FUENTES	18904	gbif
Trichilia catigua	-68.566667	-14.299167	2014	FUENTES	18912	gbif
Trichilia catigua	-68.572389	-14.333472	2014	FUENTES	18751	gbif
Trichilia catigua	-68.566667	-14.299167	2014	FUENTES	18975	gbif
Trichilia catigua	-68.565833	-14.325	2014	FUENTES	18534	gbif
Trichilia catigua	-68.565833	-14.325	2014	FUENTES	18637	gbif
Trichilia catigua	-68.565833	-14.325	2014	FUENTES	18569	gbif
Trichilia catigua	-68.572389	-14.333472	2014	FUENTES	18688	gbif
Trichilia catigua	-68.566667	-14.299167	2014	FUENTES	18908	gbif
Trichilia catigua	-68.565833	-14.325	2014	FUENTES	18527	gbif
Trichilia catigua	-68.566667	-14.299167	2014	FUENTES	18982	gbif
Trichilia catigua	-51.963056	-23.873056	2014	CAXAMBU	5231	gbif
Trichilia catigua	-51.968806	-23.867778	2014	CAXAMBU	5171	gbif
Trichilia catigua	-51.58077	-23.5204	2014	CAXAMBU	5171	gbif
Trichilia catigua	-51.966222	-23.882167	2014	SIQUEIRA	1141	gbif
Trichilia catigua	-53.955556	-25.306944	2014	CIELO-FILHO	1528	gbif
Trichilia catigua	-53.030293	-25.450837	2014	ESTEVAN	2012	gbif
Trichilia catigua	-52.747558	-22.762317	2014	MOLINA		gbif
Trichilia catigua	-53.957778	-25.296111	2014	PERIOTTO	57	gbif
Trichilia catigua	-52.069361	-23.966083	2013	CAXAMBU	4591	gbif
Trichilia catigua	-68.542528	-14.465444	2013	FUENTES	17806	gbif
Trichilia catigua	-68.542528	-14.465444	2013	FUENTES	17778	gbif
Trichilia catigua	-68.542528	-14.465444	2013	FUENTES	17793	gbif
Trichilia catigua	-68.542528	-14.465444	2013	FUENTES	17892	gbif
Trichilia catigua	-68.542528	-14.465444	2013	FUENTES	17856	gbif
Trichilia catigua	-68.542528	-14.465444	2013	FUENTES	17819	gbif
Trichilia catigua	-48.346111	-23.052222	2013	SILVA	51	gbif
Trichilia catigua	-52.07025	-23.953944	2013	SIQUEIRA	642	gbif
Trichilia catigua	-47.435278	-21.856111	2013	KONOPCZYK		gbif
Trichilia catigua	-58.483611	-22.675833	2013	ASSUNCAO	870	gbif
Trichilia catigua	-50.91525	-21.165	2012	FELITTO	227	gbif
Trichilia catigua	-50.1008	-17.7881	2012	BIODIVERSIDADE	27	gbif
Trichilia catigua	-57.733889	-14.605	2012	BROTTO	818	gbif
Trichilia catigua	-44.0825	-18.644444	2012	OLIVEIRA		gbif
Trichilia catigua	-44.0825	-18.644444	2012	OLIVEIRA		gbif
Trichilia catigua	-44.0825	-18.644444	2012	OLIVEIRA		gbif
Trichilia catigua	-50.078611	-17.7225	2012	BIODIVERSIDADE	249	gbif
Trichilia catigua	-50.078611	-17.7225	2012	BIODIVERSIDADE	249	gbif
Trichilia catigua	-52.893556	-22.605472	2012	BELAN	122	gbif
Trichilia catigua	-50.068611	-17.771389	2012	BIODIVERSIDADE	26	gbif
Trichilia catigua	-54.936139	-18.952861	2012	AZEVEDO	101	gbif
Trichilia catigua	-57.612222	-19.281389	2012	SILVA	836	gbif
Trichilia catigua	-53.978056	-24.195833	2011	BROTTO	570	gbif
Trichilia catigua	-53.454167	-22.925972	2011	LANDGRAF	111	gbif
Trichilia catigua	-53.326111	-24.215	2011	BROTTO	585	gbif
Trichilia catigua	-57.361667	-22.533611	2011	STEVENS	31153	gbif
Trichilia catigua	-55.127361	-26.890028	2011	KELLER	10105	gbif
Trichilia catigua	-53.330556	-22.795556	2011	FERNANDES	83	gbif
Trichilia catigua	-52.853611	-22.631667	2011	BENELI	20	gbif
Trichilia catigua	-53.821944	-25.239722	2011	LOMBARDI	8741	gbif
Trichilia catigua	-51.655833	-23.164167	2011	GARCIA	488	gbif
Trichilia catigua	-52.900278	-22.607222	2011	PASCOTTO	124	gbif
Trichilia catigua	-52.900333	-22.608167	2011	ROSADO	38	gbif
Trichilia catigua	-50.038055	-27.092222	2010	KORTE	6227	gbif
Trichilia catigua	-53.0604	-25.413	2010	SOUZA		gbif
Trichilia catigua	-52.900139	-22.598778	2010	GROSS	22	gbif
Trichilia catigua	-51.867211	-23.350133	2010	GARCIA	161	gbif
Trichilia catigua	-49.0525	-24.065833	2010		1075	gbif
